"fdc_id","nutrient_id","amount"
"167737","1005","0"
"167737","1008","884"
"167738","1003","0.41"
"167738","1004","0.2"
"167738","1005","44.38"
"167738","1008","181"
"167739","1004","0.01"
"167739","1005","71.6"
"167739","1008","287"
"167739","1003","0.08"
"167740","1003","10.08"
"167740","1004","3"
"167740","1005","74.42"
"167740","1008","365"
"167741","1004","0.1"
"167741","1003","1.6"
"167741","1005","86.04"
"167741","1008","351"
"167742","1003","20.54"
"167742","1004","0.84"
"167742","1005","5.41"
"167742","1008","111"
"167743","1005","73.14"
"167743","1008","269"
"167743","1004","0"
"167743","1003","0"
"167744","1003","16.1"
"167744","1004","1.4"
"167744","1005","2"
"167744","1008","90"
"167745","1004","0.5"
"167745","1005","0"
"167745","1008","89"
"167745","1003","19.8"
"167746","1003","1.1"
"167746","1004","0.3"
"167746","1005","9.32"
"167746","1008","29"
"167747","1003","0.35"
"167747","1004","0.24"
"167747","1005","6.9"
"167747","1008","22"
"167748","1004","0.07"
"167748","1005","5.62"
"167748","1008","17"
"167748","1003","0.45"
"167749","1008","47"
"167749","1003","1.5"
"167749","1004","0.3"
"167749","1005","16"
"167750","1003","0.73"
"167750","1004","0.51"
"167750","1005","9.57"
"167750","1008","41"
"167751","1004","0.16"
"167751","1003","0.96"
"167751","1005","28.08"
"167751","1008","107"
"167752","1004","0.22"
"167752","1005","32.88"
"167752","1008","124"
"167752","1003","1.09"
"167753","1003","0.61"
"167753","1004","0.03"
"167753","1005","17.45"
"167753","1008","71"
"167754","1004","0.04"
"167754","1005","9.62"
"167754","1008","38"
"167754","1003","0.76"
"167755","1005","11.94"
"167755","1008","52"
"167755","1004","0.65"
"167755","1003","1.2"
"167756","1003","0.83"
"167756","1004","0.12"
"167756","1005","23.36"
"167756","1008","91"
"167757","1004","0.16"
"167757","1005","26.16"
"167757","1008","103"
"167757","1003","0.7"
"167758","1003","0.9"
"167758","1004","0.2"
"167758","1005","4.54"
"167758","1008","21"
"167759","1004","1.1"
"167759","1005","19.96"
"167759","1008","83"
"167759","1003","0.44"
"167760","1004","0.46"
"167760","1005","32.1"
"167760","1008","124"
"167760","1003","1.45"
"167761","1003","1"
"167761","1004","0.3"
"167761","1005","16.84"
"167761","1008","66"
"167762","1004","0.3"
"167762","1003","0.67"
"167762","1005","7.68"
"167762","1008","32"
"167763","1003","2.8"
"167763","1004","0.6"
"167763","1005","62.5"
"167763","1008","239"
"167764","1004","0.1"
"167764","1005","22.36"
"167764","1008","86"
"167764","1003","0.41"
"167765","1003","0.61"
"167765","1004","0.15"
"167765","1005","7.55"
"167765","1008","30"
"167766","1004","0.21"
"167766","1005","41.97"
"167766","1008","165"
"167766","1003","0.22"
"167767","1004","0.11"
"167767","1003","0.51"
"167767","1005","15.56"
"167767","1008","60"
"167768","1003","0.64"
"167768","1004","0.11"
"167768","1005","21.31"
"167768","1008","83"
"167769","1004","0.21"
