"fdc_id","nutrient_id","amount"
"1999630","2047","38.485"
"1999630","1005","1.293125"
"1999630","1003","3.546875"
"1999630","1004","2.125"
"1999631","2048","14.5562"
"1999631","2047","14.5562"
"1999631","1005","0.3371125"
"1999631","1003","0.5546875"
"1999631","1004","1.221"
"1999632","2048","20.72851125"
"1999632","2047","26.602"
"1999632","1005","2.406325"
"1999632","1003","2.851875"
"1999632","1004","0.6188"
"1999633","2048","21.5796975"
"1999633","2047","27.63"
"1999633","1005","2.64135"
"1999633","1003","2.90625"
"1999633","1004","0.6044"
"1999634","2048","18.95436075"
"1999634","2047","21.9574"
"1999634","1005","3.837475"
"1999634","1003","0.695625"
"1999634","1004","0.425"
"2003586","2048","365.610744"
"2003586","2047","357.0648"
"2003586","1005","74.4462"
"2003586","1003","11.4"
"2003586","1004","1.52"
"2003587","2048","340.5831"
"2003587","2047","363.679"
"2003587","1005","70.723"
"2003587","1003","14.475"
"2003587","1004","2.543"
"2003588","2048","365.0310665"
"2003588","2047","356.5918"
"2003588","1005","73.82345"
"2003588","1003","11.73125"
"2003588","1004","1.597"
"2003589","2048","365.9569125"
"2003589","2047","357.81"
"2003589","1005","71.98575"
"2003589","1003","13.33125"
"2003589","1004","1.838"
"2003590","2048","47.231814"
"2003590","2047","48.3763"
"2003590","1005","11.3639625"
"2003590","1003","0.0859375"
"2003590","1004","0.2863"
"2003591","2048","45.723"
"2003591","2047","47.225"
"2003591","1005","10.340625"
"2003591","1003","0.734375"
"2003591","1004","0.325"
"2003592","2048","64.513952"
"2003592","2047","66.1099"
"2003592","1005","15.6227875"
"2003592","1003","0.2578125"
"2003592","1004","0.2875"
"2003593","2048","64.64055"
"2003593","2047","66.135"
"2003593","1005","15.84375"
"2003593","1003","0.09375"
"2003593","1004","0.265"
"2003594","2048","31.298775"
"2003594","2047","32.0925"
"2003594","1005","7.26375"
"2003594","1003","0.0"
"2003594","1004","0.3375"
"2003595","2048","39.830778"
"2003595","2047","41.0921"
"2003595","1005","9.1021875"
"2003595","1003","0.5703125"
"2003595","1004","0.2669"
"2003596","2048","19.92788125"
"2003596","2047","23.3075"
"2003596","1005","4.320625"
"2003596","1003","0.859375"
"2003596","1004","0.2875"
"2003597","2048","44.960839"
"2003597","2047","46.5063"
"2003597","1005","10.0124"
"2003597","1003","0.8125"
"2003597","1004","0.3563"
"2003598","2048","26.024813"
"2003598","2047","32.4385"
"2003598","1005","4.6583"
"2003598","1003","2.75"
"2003598","1004","0.3117"
"2003599","2048","38.460412"
"2003599","2047","46.3951"
"2003599","1005","8.50065"
"2003599","1003","2.40625"
"2003599","1004","0.3075"
"2003600","2048","36.7150215"
"2003600","2047","44.4382"
"2003600","1005","8.141425"
"2003600","1003","2.416875"
"2003600","1004","0.245"
"2003601","2048","23.722638"
"2003601","2047","30.2035"
"2003601","1005","4.01455"
"2003601","1003","3.09375"
"2003601","1004","0.1967"
"2003602","2048","30.9734625"
"2003602","2047","37.615"
"2003602","1005","6.604375"
"2003602","1003","2.203125"
"2003602","1004","0.265"
"2003603","2048","32.995442"
"2003603","2047","39.8018"
"2003603","1005","6.7593"
"2003603","1003","2.18"
"2003603","1004","0.4494"
"2003604","2048","31.236476"
"2003604","2047","39.2148"
"2003604","1005","5.7637"
"2003604","1003","3.5"
"2003604","1004","0.24"
"2257044","2047","40.705"
"2257044","1005","2.996125"
"2257044","1003","2.776875"
"2257044","1004","1.957"
"2257045","2047","19.33"
"2257045","1005","0.67075"
"2257045","1003","0.65625"
"2257045","1004","1.558"
"2257046","2047","48.3298"
"2257046","1005","5.100325"
"2257046","1003","0.796875"
"2257046","1004","2.749"
"2258586","2048","44.978589"
"2258586","2047","47.9906"
"2258586","1005","10.26755"
"2258586","1003","0.94125"
"2258586","1004","0.3506"
"2258587","2048","38.250983"
"2258587","2047","40.7723"
"2258587","1005","9.0787"
"2258587","1003","0.805"
"2258587","1004","0.1375"
"2258588","2048","19.692148"
"2258588","2047","22.9291"
"2258588","1005","4.7781"
"2258588","1003","0.715"
"2258588","1004","0.1063"
"2258589","2048","26.58104025"
"2258589","2047","30.7743"
"2258589","1005","6.601725"
"2258589","1003","0.819375"
"2258589","1004","0.1211"
"2258590","2048","26.98843175"
"2258590","2047","31.3256"
"2258590","1005","6.653175"
"2258590","1003","0.895625"
"2258590","1004","0.1256"
"2258591","2048","27.38430325"
"2258591","2047","31.7404"
"2258591","1005","6.703125"
"2258591","1003","0.881875"
"2258591","1004","0.1556"
"2259792","2048","42.9180362"
"2259792","2047","42.835"
"2259792","1005","4.811522"
"2259792","1003","3.464978"
"2259792","1004","1.081"
"2259793","2048","77.3185458"
"2259793","2047","77.9524"
"2259793","1005","5.574928"
"2259793","1003","3.824172"
"2259793","1004","4.484"
"2259794","2048","94.507135"
"2259794","2047","93.6776"
"2259794","1005","4.75402"
"2259794","1003","8.77888"
"2259794","1004","4.394"
"2259795","2048","404.763418"
"2259795","2047","403.384"
"2259795","1005","4.33188"
"2259795","1003","30.13912"
"2259795","1004","29.5"
"2259796","2048","273.472498"
"2259796","2047","272.884"
"2259796","1005","5.58318"
"2259796","1003","19.70782"
"2259796","1004","19.08"
"2261420","2048","577.62536"
"2261420","2047","622.042"
"2261420","1005","16.24925"
"2261420","1003","26.24375"
"2261420","1004","50.23"
"2261421","2048","386.429275"
"2261421","2047","389.125"
"2261421","1005","69.91725"
"2261421","1003","13.16875"
"2261421","1004","6.309"
"2261422","2048","352.682197"
"2261422","2047","360.7805"
"2261422","1005","79.9422"
"2261422","1003","8.1125"
"2261422","1004","0.9513"
"2262072","2048","589.383006"
"2262072","2047","631.65"
"2262072","1005","22.70376"
"2262072","1003","23.99124"
"2262072","1004","49.43"
"2262073","2048","648.374268"
"2262073","2047","697.1376"
"2262073","1005","14.179"
"2262073","1003","19.7054"
"2262073","1004","62.4"
"2262074","2048","602.510076"
"2262074","2047","645.456"
"2262074","1005","21.23666"
"2262074","1003","20.78734"
"2262074","1004","53.04"
"2262075","2048","514.44343"
"2262075","2047","545.084"
"2262075","1005","34.3551"
"2262075","1003","18.0359"
"2262075","1004","37.28"
"2263887","2048","32.66565"
"2263887","2047","36.4"
"2263887","1005","7.964375"
"2263887","1003","0.640625"
"2263887","1004","0.22"
"2263888","2048","51.412425"
"2263888","2047","57.3375"
"2263888","1005","12.904375"
"2263888","1003","1.008125"
"2263888","1004","0.1875"
